,app_name,Apple Genre,Apple Rating,Apple Reviews,Google Genre,Google Rating,Google Reviews
1664,Google Photos,Photo & Video,4.70334,327522,PHOTOGRAPHY,4.5,10847682
1665,Google Street View,Travel,4.05988,4776,TRAVEL_AND_LOCAL,4.2,2129689
1666,Google Street View,Travel,4.05988,4776,TRAVEL_AND_LOCAL,4.2,2129707
1667,Photo Mixer,Photo & Video,0.0,0,PHOTOGRAPHY,3.9,55427
1668,Hercules CP Mobile,Utilities,4.55686,5813,TOOLS,1.4,20
1669,Adblock Fast,Utilities,3.8,10,PRODUCTIVITY,4.1,9914
1670,TwitCasting Live,Social Networking,4.44,25,SOCIAL,3.6,14835
1671,Ultimate Notepad,Productivity,5.0,2,PRODUCTIVITY,4.0,10643
1672,Microsoft OneDrive,Productivity,4.70674,328397,PRODUCTIVITY,4.4,1038306
1673,Microsoft OneDrive,Productivity,4.70674,328397,PRODUCTIVITY,4.4,1038303
1674,Tap N Pay,Productivity,2.42857,7,PRODUCTIVITY,4.4,253
1675,IFTTT,Productivity,4.65027,50916,PRODUCTIVITY,4.3,117255
1676,United Airlines,Travel,4.75325,3832380,TRAVEL_AND_LOCAL,3.5,30447
1677,Device Help,Productivity,3.92308,13,TOOLS,4.2,28860
1678,Kik,Social Networking,4.30731,401952,COMMUNICATION,4.3,2451136
1679,DH UFO,Utilities,0.0,0,FAMILY,3.0,4
1680,Ag PhD Soils,Productivity,1.72727,11,PRODUCTIVITY,2.3,3
1681,PhotoScan by Google Photos,Photo & Video,4.78552,53902,PHOTOGRAPHY,4.3,61990
1682,SPEED L,Shopping,2.57143,7,SHOPPING,4.3,85
1683,Picai - Smart AI Camera,Photo & Video,2.5,2,PHOTOGRAPHY,4.0,529
1684,Auto Background Changer,Photo & Video,4.46512,43,PHOTOGRAPHY,4.0,35188
1685,Auto Background Changer,Photo & Video,1.66667,3,PHOTOGRAPHY,4.0,35188
1686,Infinite Painter,Graphics & Design,4.10159,7186,ART_AND_DESIGN,4.1,36815
1687,EP Research Service,Reference,0.0,0,BOOKS_AND_REFERENCE,4.7,14
1688,Google Assistant,Utilities,4.74755,56446,PRODUCTIVITY,4.2,58675
1689,Google Drive,Productivity,4.76539,4371475,PRODUCTIVITY,4.4,2731171
1690,Google Drive,Productivity,4.76539,4371475,PRODUCTIVITY,4.4,2731211
1691,Google Drive,Productivity,4.76539,4371475,PRODUCTIVITY,4.4,2728941
1692,Google Voice,Productivity,4.28767,34661,COMMUNICATION,4.2,171031
1693,Google Voice,Productivity,4.28767,34661,COMMUNICATION,4.2,171052
1694,FE Connect,Utilities,3.28571,7,TOOLS,4.8,24
1695,Snapchat,Photo & Video,3.63419,903284,SOCIAL,4.0,17014787
1696,Snapchat,Photo & Video,3.63419,903284,SOCIAL,4.0,17014705
1697,Snapchat,Photo & Video,3.63419,903284,SOCIAL,4.0,17015352
1698,Snapchat,Photo & Video,3.63419,903284,SOCIAL,4.0,17000166
1699,ES File Explorer,Productivity,0.0,0,TOOLS,4.1,278
1700,Financial Calculator India,Productivity,0.0,0,FINANCE,4.6,13819
1701,Golden Dictionary (EN-AR),Reference,3.62222,45,BOOKS_AND_REFERENCE,4.4,51269
1702,Google,Utilities,4.31433,325475,TOOLS,4.4,8033493
1703,Google,Utilities,4.31433,325475,TOOLS,4.4,8021623
1704,Google Translate,Reference,4.46874,66363,TOOLS,4.4,5745093
1705,Google Translate,Reference,4.46874,66363,TOOLS,4.4,5741684
1706,Redbox,Utilities,3.77778,9,ENTERTAINMENT,4.1,115033
1707,EB Annual Meetings,Reference,2.06666,15,BOOKS_AND_REFERENCE,3.5,11
1708,SportCAM,Utilities,2.53846,13,TOOLS,3.2,427
1709,ALL-IN-ONE PACKAGE TRACKING,Utilities,4.82917,7838,PRODUCTIVITY,4.7,167406
1710,DC HSEMA,Reference,3.0,2,BOOKS_AND_REFERENCE,3.8,38
1711,EF Mentor: Words,Education,3.66667,3,FAMILY,4.0,403
1712,R Programming Language,Reference,1.0,3,FAMILY,3.8,39
1713,Deck Shop for Clash Royale,Reference,4.33918,171,FAMILY,4.6,2167
1714,DM HiDisk,Utilities,4.33333,6,TOOLS,2.8,54
1715,BM Box,Reference,0.0,0,BOOKS_AND_REFERENCE,4.3,28
1716,Agent HQ for The Division,Reference,3.5,6,FAMILY,4.1,1060
1717,Do it (Tomorrow),Productivity,4.04861,144,PRODUCTIVITY,4.3,26452
1718,Hunt Buddy BC,Reference,5.0,1,SPORTS,4.4,172
1719,CARS.bg,Reference,4.71429,77,AUTO_AND_VEHICLES,4.5,276
1720,Exército Brasileiro,Social Networking,5.0,3,PRODUCTIVITY,4.7,1730
1721,CB Frequencies,Utilities,1.0,1,TOOLS,4.0,5
1722,Web Browser & Explorer,Utilities,3.41837,98,COMMUNICATION,4.0,36901
1723,FR Roster,Utilities,0.0,0,TOOLS,4.1,174
1724,EZ Receipts,Productivity,4.72218,74775,FINANCE,4.0,2187
1725,"Charlotte County, FL",Productivity,3.0,2,PRODUCTIVITY,4.7,10
1726,Frequencies,Utilities,5.0,1,TOOLS,4.2,11
1727,Frequencies Free,Utilities,3.0,2,TOOLS,3.5,382
1728,WeChat,Social Networking,4.18708,63653,COMMUNICATION,4.2,5387333
1729,WeChat,Social Networking,4.18708,63653,COMMUNICATION,4.2,5387446
1730,WeChat,Social Networking,4.18708,63653,COMMUNICATION,4.2,5387631
1731,Download Manager,Utilities,4.43804,2881,TOOLS,3.8,79132
1732,What's Up,Utilities,4.22471,89,LIFESTYLE,4.1,23453
1733,Amazon Drive,Productivity,4.55145,4071,PRODUCTIVITY,4.4,18669
1734,A-Y Collection,Shopping,0.0,0,SHOPPING,5.0,2
1735,B&M Stores,Shopping,0.0,0,SHOPPING,3.7,192
1736,DS cloud,Productivity,2.66038,53,TOOLS,3.2,4908
1737,DS file,Utilities,2.73611,216,PRODUCTIVITY,4.1,10676
1738,DS note,Productivity,3.33871,62,PRODUCTIVITY,3.9,2046
1739,DS router,Utilities,2.91765,85,TOOLS,3.8,253
1740,DS-20000S,Utilities,1.86957,23,PRODUCTIVITY,1.8,12
1741,DS-L4 Viewer,Utilities,0.0,0,PHOTOGRAPHY,3.5,13
1742,Whoscall - Caller ID & Block,Utilities,2.52525,99,COMMUNICATION,4.4,552441
1743,Whoscall - Caller ID & Block,Utilities,2.52525,99,COMMUNICATION,4.4,552635
1744,Explore Sedona & Northern AZ,Travel,4.73913,23,TRAVEL_AND_LOCAL,3.8,43
1745,Bomb and Nade Timer for CS:GO,Utilities,3.0,4,PRODUCTIVITY,2.6,85
1746,APN Settings,Utilities,2.26667,15,TOOLS,3.7,3743
1747,Antenna Tool,Productivity,3.0,6,TOOLS,4.2,522
1748,R Studio,Shopping,0.0,0,SHOPPING,3.7,23
1749,Lalafo Pulsuz Elanlar,Shopping,4.44692,763,SHOPPING,4.4,61392
1750,Seznam.cz,Utilities,4.38462,26,COMMUNICATION,4.3,46702
1751,Stocard - Rewards Cards Wallet,Shopping,4.73489,5609,SHOPPING,4.6,284725
1752,Stocard - Rewards Cards Wallet,Shopping,4.73489,5609,SHOPPING,4.6,284721
1753,"Town of Princeton, BC",Reference,0.0,0,PRODUCTIVITY,4.8,4
1754,Penny Puss,Shopping,0.0,0,TOOLS,3.0,19
1755,Schulman B.V.,Shopping,5.0,2,SHOPPING,4.0,6
1756,Speedtest by Ookla,Utilities,4.11306,10393,TOOLS,4.4,1028794
1757,Speedtest by Ookla,Utilities,0.0,0,TOOLS,4.4,1028794
1758,BV Mobile Apps,Productivity,4.7931,29,PRODUCTIVITY,5.0,3
1759,McDonald's,Food & Drink,4.50954,559103,FOOD_AND_DRINK,3.6,145323
1760,McDonald's,Food & Drink,4.50954,559103,FOOD_AND_DRINK,3.6,145646
1761,To Do Reminder with Alarm,Productivity,4.60091,1531,PRODUCTIVITY,4.4,72161
1762,Messenger,Social Networking,0.0,0,SOCIAL,4.1,68025
1763,CF Appreciation,Shopping,0.0,0,LIFESTYLE,2.0,11
1764,Nike,Shopping,4.88354,1073588,SHOPPING,4.7,67071
1765,Chilindo,Shopping,4.58389,149,SHOPPING,3.8,18364
1766,Facebook,Social Networking,2.20365,1140856,SOCIAL,4.1,78158306
1767,Facebook,Social Networking,2.20365,1140856,SOCIAL,4.1,78128208
1768,Call Recorder,Utilities,0.0,0,LIBRARIES_AND_DEMO,4.7,48
1769,CW Nuclear,Reference,4.25,4,BOOKS_AND_REFERENCE,3.3,15
1770,Halalguur,Social Networking,1.0,1,DATING,4.3,6
1771,Microsoft Translator,Productivity,4.76189,119659,PRODUCTIVITY,4.6,209696
1772,Hangouts,Social Networking,4.24149,75175,COMMUNICATION,4.0,3419249
1773,Hangouts,Social Networking,4.24149,75175,COMMUNICATION,4.0,3419433
1774,Hangouts,Social Networking,4.24149,75175,COMMUNICATION,4.0,3419513
1775,Hangouts,Social Networking,4.24149,75175,COMMUNICATION,4.0,3419464
1776,Dating.dk,Social Networking,4.5,4,SOCIAL,3.7,2111
1777,Stats Royale for Clash Royale,Reference,4.41662,4414,BOOKS_AND_REFERENCE,4.5,68226
1778,BC Hockey,Sports,0.0,0,SPORTS,3.7,20
1779,Fantasy Football,Sports,0.0,0,SPORTS,3.5,50179
1780,Find My Friends,Social Networking,3.47619,42,SOCIAL,4.2,305367
1781,MK eCatalog,Shopping,4.88374,12807,LIFESTYLE,4.0,6676
1782,Co-op Connections,Shopping,2.5,8,SHOPPING,1.6,8
1783,FollowMeter for Instagram,Social Networking,4.16706,10266,SOCIAL,4.4,90082
1784,Black Social,Social Networking,4.5,8,SOCIAL,4.6,22
1785,Puffin Browser Pro,Utilities,2.93353,1354,COMMUNICATION,4.0,18247
1786,Puffin Web Browser,Utilities,4.04865,6311,COMMUNICATION,4.3,541389
1787,Puffin Web Browser,Utilities,4.04865,6311,COMMUNICATION,4.3,541661
1788,Axxess Updater,Utilities,1.0,1,TOOLS,3.9,56
1789,Type S LED,Productivity,3.11667,180,LIFESTYLE,3.5,628
1790,Amino: Communities and Chats,Social Networking,4.71628,244637,SOCIAL,4.8,1259075
1791,Amino: Communities and Chats,Social Networking,4.71628,244637,SOCIAL,4.8,1264084
1792,EC SPORTS,Sports,0.0,0,SPORTS,5.0,1
1793,WhatsApp Messenger,Social Networking,4.69416,9090956,COMMUNICATION,4.4,69119316
1794,WhatsApp Messenger,Social Networking,4.69416,9090956,COMMUNICATION,4.4,69109672
1795,CP ToolBox,Shopping,0.0,0,BUSINESS,4.6,70
1796,Ez iCam,Sports,2.48619,181,PHOTOGRAPHY,3.1,7300
1797,AO Player,Sports,0.0,0,EVENTS,4.0,9
1798,Bike 3D Configurator,Sports,4.45455,44,SPORTS,4.3,34062
1799,Tennis 24 - tennis live scores,Sports,4.91667,12,SPORTS,4.6,990
1800,PGA TOUR,Sports,4.59611,36936,SPORTS,4.0,11151
1801,FK Željezničar,Sports,5.0,2,SPORTS,4.9,1420
1802,FN,Sports,1.0,1,BUSINESS,5.0,14
1803,EG SIM CARD (EGSIMCARD),Travel,1.0,2,TRAVEL_AND_LOCAL,4.4,105
1804,DG Cars,Travel,5.0,1,TRAVEL_AND_LOCAL,2.6,122
1805,Flexiroam X,Travel,3.6125,80,TRAVEL_AND_LOCAL,4.0,875
1806,Skater Boy,Games,3.25,20,GAME,4.3,1167143
1807,Qatar Airways,Travel,4.61366,10087,TRAVEL_AND_LOCAL,4.3,11182
1808,Fly Delta,Travel,4.83158,3844586,TRAVEL_AND_LOCAL,3.7,27560
1809,A. O. Smith,Utilities,2.61111,18,TOOLS,4.2,32
1810,F-Gas Solutions,Utilities,0.0,0,BUSINESS,4.2,127
1811,F-Secure SAFE,Utilities,4.06838,117,TOOLS,4.3,9433
1812,F-Secure SENSE,Utilities,5.0,1,TOOLS,4.6,57
1813,Etihad Airways,Travel,4.58703,16454,TRAVEL_AND_LOCAL,4.1,3674
1814,Cestovné poriadky CP,Travel,4.87402,127,MAPS_AND_NAVIGATION,4.6,2681
1815,SugarSync,Productivity,3.14,50,PRODUCTIVITY,4.1,16420
1816,GPS Status & Toolbox,Travel,4.34109,129,TRAVEL_AND_LOCAL,4.5,149723
1817,SBB Mobile,Travel,4.8,5,MAPS_AND_NAVIGATION,3.7,20605
1818,EV Charging,Travel,1.0,1,MAPS_AND_NAVIGATION,3.5,8
1819,Schengen/EU App,Travel,4.2,5,TOOLS,4.0,24
1820,Ex Service Taxis,Travel,0.0,0,BUSINESS,3.5,15
1821,Big Q Car Service,Travel,4.84615,104,MAPS_AND_NAVIGATION,4.4,75
1822,DB LINK RGB,Utilities,2.15384,13,TOOLS,2.7,7
1823,Barry EC,Utilities,0.0,0,TOOLS,4.1,14
1824,G-REMOTE,Utilities,0.0,0,HOUSE_AND_HOME,4.5,30
1825,Amtrak,Travel,4.61019,51722,TRAVEL_AND_LOCAL,3.7,16815
1826,K-Rain BL,Utilities,4.0,5,TOOLS,4.0,9
1827,BC Wildfire,Utilities,5.0,1,TOOLS,3.3,27
1828,Passenger rights,Travel,0.0,0,TRAVEL_AND_LOCAL,3.9,442
1829,Sport.pl LIVE,Sports,3.0,15,SPORTS,4.4,21733
1830,Bee'ah Employee App,Business,5.0,1,COMMUNICATION,4.0,4
1831,Kiamichi EC,Utilities,4.0,1,TOOLS,4.6,7
1832,Carrier Air Conditioner,Utilities,1.88889,18,TOOLS,2.5,362
1833,EH kontrollrakendus,Utilities,0.0,0,TOOLS,3.4,43
1834,Ghostery Privacy Browser,Utilities,3.94519,748,COMMUNICATION,4.1,13100
1835,Safe Wi-Fi,Utilities,3.74242,66,PRODUCTIVITY,2.9,32
1836,Comboios de Portugal,Travel,2.54999,20,MAPS_AND_NAVIGATION,3.4,1147
1837,Ai-Ball AV Recorder,Utilities,2.0,3,PHOTOGRAPHY,2.7,90
1838,Digital Falak,Utilities,0.0,0,TOOLS,4.7,3408
1839,Tasker,Utilities,1.0,1,TOOLS,4.6,43045
1840,SMS Park,Utilities,4.48214,56,AUTO_AND_VEHICLES,4.5,3617
1841,Solitaire,Games,4.41779,371,GAME,4.7,254258
1842,Solitaire,Games,4.41779,371,GAME,4.7,154264
1843,Solitaire,Games,4.41779,371,FAMILY,4.4,685
1844,HOLSTON EC,Utilities,4.0,4,TOOLS,4.1,7
1845,CE on the go,Utilities,4.0,1,TOOLS,4.4,79
1846,Sound Meter,Utilities,0.0,0,TOOLS,4.7,88993
1847,My G:,Travel,0.0,0,MAPS_AND_NAVIGATION,3.7,96
1848,Sat-Fi,Utilities,4.0,5,COMMUNICATION,3.6,97
1849,Sat-Fi Voice,Utilities,2.33333,6,COMMUNICATION,3.4,37
1850,DM airdisk,Utilities,1.0,1,TOOLS,2.8,11
1851,YouTube Studio,Photo & Video,4.00624,13925,VIDEO_PLAYERS,4.3,436921
1852,YouTube Studio,Photo & Video,4.00624,13925,VIDEO_PLAYERS,4.3,436170
1853,Entel,Utilities,3.82995,394,LIFESTYLE,3.2,16168
1854,WE,Utilities,0.0,0,NEWS_AND_MAGAZINES,3.8,18818
1855,Weather,Weather,0.0,0,WEATHER,4.2,18773
1856,Weather,Weather,3.86973,522,WEATHER,4.2,18773
1857,Mediatek SmartDevice,Utilities,2.28972,107,TOOLS,3.6,11187
1858,Victoria EC,Utilities,0.0,0,TOOLS,5.0,5
1859,Florida Storms,Weather,3.82759,29,WEATHER,3.8,116
1860,Info BMKG,Weather,3.75,12,WEATHER,4.3,21404
1861,Storm Shield,Weather,4.74655,73824,WEATHER,3.5,2000
1862,Merck CE,Business,0.0,0,BUSINESS,4.5,2
1863,DT Baby Cam,Utilities,1.0,4,TOOLS,1.7,10
1864,DT future1 cam,Utilities,0.0,0,TOOLS,1.0,1
1865,Weather Radar Widget,Weather,4.42795,458,WEATHER,4.3,18194
1866,Tassa.fi Finland,Lifestyle,0.0,0,LIFESTYLE,3.6,346
1867,Furrion ES Control,Utilities,1.6896600000000002,58,VIDEO_PLAYERS,1.8,26
1868,AP Installer,Utilities,0.0,0,TOOLS,4.5,23
1869,BZ Conferencing,Utilities,5.0,1,TOOLS,4.7,7
1870,EZ-ELD Update,Utilities,3.0,6,AUTO_AND_VEHICLES,3.1,14
1871,Roland DG Mobile Panel,Utilities,2.33333,3,TOOLS,2.8,27
1872,AT&T Call Protect,Utilities,4.5057,593922,COMMUNICATION,4.2,6454
1873,Contacts,Utilities,3.15385,156,COMMUNICATION,4.3,66602
1874,AV Tools,Utilities,3.75,4,TOOLS,4.4,631
1875,Smart Air Conditioner,Utilities,1.66667,9,TOOLS,3.3,4786
1876,Smart Air Conditioner(CAC),Utilities,4.0,2,TOOLS,3.2,409
1877,My C Spire,Utilities,3.86576,1393,PRODUCTIVITY,4.1,376
1878,Smart TV Remote,Utilities,2.95833,24,TOOLS,3.5,81747
1879,MyMTN,Utilities,2.8821,458,PRODUCTIVITY,4.0,8550
